trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.01, 'e': 0.1580861105294992}",30,18,24.239600416815925,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.01, 'e': 0.1572956799768517}",20,7,8.124470155728249,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
370,False,"{'a': 0.01, 'e': 0.15650920157696743}",20,13,11.632646898632354,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.01, 'e': 0.1557266555690826}",20,11,14.119597986121052,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.01, 'e': 0.1549480222912372}",30,24,13.00135417034571,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.01, 'e': 0.15417328217978102}",20,8,24.54413614995167,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.01, 'e': 0.1534024157688821}",30,16,12.758705508966223,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
375,False,"{'a': 0.01, 'e': 0.1526354036900377}",25,13,20.392164239499312,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.01, 'e': 0.1518722266715875}",20,2,-19.97759682278723,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
377,False,"{'a': 0.01, 'e': 0.15111286553822956}",25,13,9.42021992428839,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
378,False,"{'a': 0.01, 'e': 0.15035730121053842}",20,3,-78.48160034141245,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
379,False,"{'a': 0.01, 'e': 0.14960551470448571}",20,12,-4.491386951541025,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
380,False,"{'a': 0.01, 'e': 0.14885748713096328}",25,11,14.875568656435057,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
381,False,"{'a': 0.01, 'e': 0.14811319969530845}",20,14,10.990758005778055,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.01, 'e': 0.1473726336968319}",25,5,33.180169363959735,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.01, 'e': 0.14663577052834775}",20,5,-21.876828345909445,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
384,False,"{'a': 0.01, 'e': 0.14590259167570602}",20,8,18.92188695400135,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.01, 'e': 0.1451730787173275}",30,1,26.646476848139418,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 0}",1
386,False,"{'a': 0.01, 'e': 0.14444721332374086}",20,15,-2.45419885450832,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
387,False,"{'a': 0.01, 'e': 0.14372497725712216}",25,18,15.865486302083307,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.01, 'e': 0.14300635237083656}",20,10,8.351806014393452,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.01, 'e': 0.14229132060898236}",25,10,4.673098361475872,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
390,False,"{'a': 0.01, 'e': 0.14157986400593744}",35,21,26.821579747475344,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.01, 'e': 0.14087196468590776}",20,9,23.174810465358174,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.01, 'e': 0.14016760486247823}",25,11,21.871833632531253,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.01, 'e': 0.13946676683816583}",20,0,-0.2707252423142765,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
394,False,"{'a': 0.01, 'e': 0.138769433003975}",25,18,11.747506077493433,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.01, 'e': 0.13807558583895513}",30,9,16.57683404277302,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
396,False,"{'a': 0.01, 'e': 0.13738520790976036}",25,19,-9.096714638978758,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
397,False,"{'a': 0.01, 'e': 0.13669828187021155}",20,13,14.685716631572127,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.01, 'e': 0.13601479046086049}",25,5,25.086295970103674,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
399,False,"{'a': 0.01, 'e': 0.1353347165085562}",20,5,10.84042189818133,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.01, 'e': 0.1346580429260134}",20,13,-0.2099589950824834,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
401,False,"{'a': 0.01, 'e': 0.13398475271138335}",25,9,24.861402353298878,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.01, 'e': 0.13331482894782642}",25,14,20.4879274707423,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.01, 'e': 0.13264825480308728}",20,6,11.97079839549127,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
404,False,"{'a': 0.01, 'e': 0.13198501352907185}",20,7,16.042974628175305,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.01, 'e': 0.1313250884614265}",30,22,16.95313074408167,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.01, 'e': 0.13066846301911936}",35,20,3.0365101288905314,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
407,False,"{'a': 0.01, 'e': 0.13001512070402377}",20,9,-13.75116910898405,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
408,False,"{'a': 0.01, 'e': 0.12936504510050365}",20,0,30.673294724655527,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
409,False,"{'a': 0.01, 'e': 0.12871821987500112}",20,0,14.236658377674036,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.01, 'e': 0.12807462877562611}",20,0,22.046522321869983,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
411,False,"{'a': 0.01, 'e': 0.12743425563174798}",20,10,7.219535215938851,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
412,False,"{'a': 0.01, 'e': 0.12679708435358925}",25,8,27.6745044055889,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.01, 'e': 0.1261630989318213}",20,14,6.918878508966616,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.01, 'e': 0.1255322834371622}",20,2,-58.965139451592734,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
415,False,"{'a': 0.01, 'e': 0.12490462201997637}",30,13,28.350354045590503,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.01, 'e': 0.1242800989098765}",35,0,53.32123797263991,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
417,False,"{'a': 0.01, 'e': 0.12365869841532712}",30,16,28.09786147599963,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.01, 'e': 0.12304040492325048}",25,7,31.335818625329523,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.01, 'e': 0.12242520289863423}",30,0,-0.3501472951068134,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
420,False,"{'a': 0.01, 'e': 0.12181307688414106}",25,16,14.074288342982559,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.01, 'e': 0.12120401149972035}",30,15,4.873838423536596,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
422,False,"{'a': 0.01, 'e': 0.12059799144222175}",20,4,-25.92380534261253,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
423,False,"{'a': 0.01, 'e': 0.11999500148501063}",25,13,17.65957363081558,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.01, 'e': 0.11939502647758558}",20,0,21.90222788695189,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
425,False,"{'a': 0.01, 'e': 0.11879805134519765}",25,19,7.490900584169265,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.01, 'e': 0.11820406108847166}",30,17,12.063067746827878,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
427,False,"{'a': 0.01, 'e': 0.1176130407830293}",35,25,18.951187056312385,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.01, 'e': 0.11702497557911415}",35,19,-42.185673714321204,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
429,False,"{'a': 0.01, 'e': 0.11643985070121858}",30,16,24.847356804415465,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.01, 'e': 0.11585765144771248}",30,19,17.977209674769625,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.01, 'e': 0.11527836319047392}",25,15,16.34467827037506,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.01, 'e': 0.11470197137452155}",30,22,16.74754842093337,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.01, 'e': 0.11412846151764894}",25,10,27.418278878066765,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.01, 'e': 0.1135578192100607}",20,7,12.707748398908672,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
435,False,"{'a': 0.01, 'e': 0.11299003011401039}",20,10,16.50422856429595,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.01, 'e': 0.11242507996344034}",35,23,10.459958834500181,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
437,False,"{'a': 0.01, 'e': 0.11186295456362313}",20,0,17.940927143526018,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
438,False,"{'a': 0.01, 'e': 0.11130363979080501}",20,12,11.800175012511804,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.01, 'e': 0.11074712159185099}",25,15,19.73917913227988,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.01, 'e': 0.11019338598389174}",20,10,6.398454708266186,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.01, 'e': 0.10964241905397228}",25,14,18.325091296850992,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.01, 'e': 0.10909420695870241}",20,8,2.8378943098005878,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
443,False,"{'a': 0.01, 'e': 0.1085487359239089}",20,14,12.131137963066113,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.01, 'e': 0.10800599224428936}",20,12,0.5831456374709096,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
445,False,"{'a': 0.01, 'e': 0.10746596228306791}",35,25,20.187379920712004,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.01, 'e': 0.10692863247165257}",30,0,27.6573261551722,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
447,False,"{'a': 0.01, 'e': 0.1063939893092943}",25,17,14.356261421508933,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.01, 'e': 0.10586201936274783}",20,1,20.086767298080797,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.01, 'e': 0.10533270926593409}",25,17,14.569628296634313,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.01, 'e': 0.10480604571960442}",35,18,29.04967403810398,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.01, 'e': 0.1042820154910064}",35,22,27.881098655063177,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.01, 'e': 0.10376060541355137}",25,15,10.587576925453497,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.01, 'e': 0.1032418023864836}",25,15,20.43291558414102,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.01, 'e': 0.10272559337455119}",30,17,20.297091637438044,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.01, 'e': 0.10221196540767843}",25,17,13.066479309356998,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.01, 'e': 0.10170090558064004}",30,13,36.15394502194428,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.01, 'e': 0.10119240105273684}",25,13,21.921252807765896,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.01, 'e': 0.10068643904747315}",25,7,-5.918608463763292,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
459,False,"{'a': 0.01, 'e': 0.10018300685223579}",25,13,19.660665046477263,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.01, 'e': 0.0996820918179746}",20,8,12.932990127261563,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.01, 'e': 0.09918368135888474}",25,15,19.655900565928786,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.01, 'e': 0.09868776295209031}",30,11,31.401363075576683,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.01, 'e': 0.09819432413732986}",25,14,21.749985425163388,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.01, 'e': 0.09770335251664321}",35,21,14.350955331340106,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
465,False,"{'a': 0.01, 'e': 0.09721483575406}",35,24,24.468725714755646,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.01, 'e': 0.09672876157528969}",25,2,25.225665425191966,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.01, 'e': 0.09624511776741324}",30,3,-61.5580389879119,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 2}",1
468,False,"{'a': 0.01, 'e': 0.09576389217857617}",25,13,10.997065592722699,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 0.01, 'e': 0.09528507271768329}",20,8,12.201468424605515,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
470,False,"{'a': 0.01, 'e': 0.09480864735409487}",20,14,10.124116644411748,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.01, 'e': 0.0943346041173244}",25,11,17.99554623804282,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.01, 'e': 0.09386293109673778}",20,12,13.661062864607633,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.01, 'e': 0.09339361644125409}",20,6,-22.445012679767366,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
474,False,"{'a': 0.01, 'e': 0.09292664835904782}",20,7,16.859335718914657,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
475,False,"{'a': 0.01, 'e': 0.09246201511725258}",20,3,26.314434993822346,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.01, 'e': 0.09199970504166631}",30,9,30.77717250314348,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.01, 'e': 0.09153970651645797}",25,1,-16.583125732707945,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
478,False,"{'a': 0.01, 'e': 0.09108200798387568}",30,20,17.482081042859022,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.01, 'e': 0.0906265979439563}",25,13,22.94805701159489,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.01, 'e': 0.09017346495423652}",20,6,22.07312261320822,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.01, 'e': 0.08972259762946533}",20,0,23.482662602862654,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
482,False,"{'a': 0.01, 'e': 0.089273984641318}",35,17,32.62048335182729,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.01, 'e': 0.0888276147181114}",30,7,34.40221190232359,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.01, 'e': 0.08838347664452084}",20,12,-33.312461950609965,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
485,False,"{'a': 0.01, 'e': 0.08794155926129824}",25,12,23.177212227494945,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.01, 'e': 0.08750185146499175}",20,12,17.522625437924276,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.01, 'e': 0.08706434220766679}",25,13,20.8625470652383,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.01, 'e': 0.08662902049662846}",25,17,11.383508333482373,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.01, 'e': 0.08619587539414532}",20,14,10.018086240311463,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.01, 'e': 0.08576489601717459}",30,23,10.742537134745655,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.01, 'e': 0.08533607153708872}",25,12,-19.75578620231056,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
492,False,"{'a': 0.01, 'e': 0.08490939117940327}",30,12,8.754329089910366,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
493,False,"{'a': 0.01, 'e': 0.08448484422350626}",25,0,18.18903235322772,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
494,False,"{'a': 0.01, 'e': 0.08406242000238873}",30,0,2.5066549737535677,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",1
495,False,"{'a': 0.01, 'e': 0.08364210790237678}",25,12,23.71748861860355,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.01, 'e': 0.0832238973628649}",20,14,8.804171659986594,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.01, 'e': 0.08280777787605056}",20,2,9.188663128618984,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
498,False,"{'a': 0.01, 'e': 0.08239373898667031}",20,0,26.858337001484678,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
499,False,"{'a': 0.01, 'e': 0.08198177029173696}",20,13,13.77197954301988,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.01, 'e': 0.08157186144027828}",20,13,14.088395034094576,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.01, 'e': 0.0811640021330769}",25,13,20.400690776342813,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.01, 'e': 0.08075818212241151}",30,10,26.85395314135299,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.01, 'e': 0.08035439121179945}",20,9,1.7310224962017582,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
504,False,"{'a': 0.01, 'e': 0.07995261925574046}",30,12,-14.63562388888527,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
505,False,"{'a': 0.01, 'e': 0.07955285615946175}",25,14,19.102930905863992,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.01, 'e': 0.07915509187866444}",20,11,15.006633615803239,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.01, 'e': 0.07875931641927113}",20,9,19.780451023117276,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.01, 'e': 0.07836551983717477}",20,1,31.336426923611977,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.01, 'e': 0.07797369223798889}",20,14,8.897903606124043,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.01, 'e': 0.07758382377679894}",25,10,22.846193084510865,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.01, 'e': 0.07719590465791494}",25,4,36.578142868052254,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.01, 'e': 0.07680992513462537}",25,0,4.094117712007128,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
513,False,"{'a': 0.01, 'e': 0.07642587550895225}",20,15,9.425027967043274,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.01, 'e': 0.07604374613140748}",25,17,9.381937154792283,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.01, 'e': 0.07566352740075044}",25,8,30.01147475712288,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.01, 'e': 0.07528520976374668}",20,13,-2.387880146550246,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
517,False,"{'a': 0.01, 'e': 0.07490878371492794}",25,12,-15.702079556543117,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
518,False,"{'a': 0.01, 'e': 0.0745342397963533}",20,10,17.888638969541063,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.01, 'e': 0.07416156859737154}",20,11,18.943832391758452,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.01, 'e': 0.07379076075438468}",35,15,38.70875961462318,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.01, 'e': 0.07342180695061275}",25,11,25.181986990376604,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.01, 'e': 0.07305469791585968}",20,14,12.194552912272233,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.01, 'e': 0.07268942442628039}",20,10,17.64264355520704,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.01, 'e': 0.07232597730414898}",20,0,19.608222081701065,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
525,False,"{'a': 0.01, 'e': 0.07196434741762824}",20,10,18.983745473132007,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.01, 'e': 0.0716045256805401}",25,10,24.36781812170352,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.01, 'e': 0.0712465030521374}",25,13,21.36011220883124,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.01, 'e': 0.0708902705368767}",30,18,22.151130641181236,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.01, 'e': 0.07053581918419231}",20,13,-27.6688837284565,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
530,False,"{'a': 0.01, 'e': 0.07018314008827135}",20,7,23.366759228701376,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.01, 'e': 0.06983222438783}",20,0,21.35899168070378,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.01, 'e': 0.06948306326589085}",25,18,2.1150341309838225,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
533,False,"{'a': 0.01, 'e': 0.0691356479495614}",20,14,12.085801000436085,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.01, 'e': 0.06878996970981359}",25,20,11.287953008061518,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.01, 'e': 0.06844601986126451}",30,20,18.60841157623265,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.01, 'e': 0.06810378976195819}",25,11,24.914716874184943,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.01, 'e': 0.0677632708131484}",25,11,26.143405211332286,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.01, 'e': 0.06742445445908266}",20,13,8.661630725635327,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.01, 'e': 0.06708733218678724}",25,0,40.67270392528561,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
540,False,"{'a': 0.01, 'e': 0.0667518955258533}",20,13,13.792338655852959,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.01, 'e': 0.06641813604822402}",25,14,19.8386812982389,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.01, 'e': 0.0660860453679829}",20,11,4.79738860965207,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
543,False,"{'a': 0.01, 'e': 0.06575561514114299}",20,5,26.738371743707454,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.01, 'e': 0.06542683706543727}",30,7,-30.48659948853394,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 1}",1
545,False,"{'a': 0.01, 'e': 0.06509970288011008}",25,14,19.090955927822353,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.01, 'e': 0.06477420436570952}",30,20,12.629721160761918,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.01, 'e': 0.06445033334388098}",20,12,14.489100432690062,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.01, 'e': 0.06412808167716157}",35,21,22.528572713507288,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.01, 'e': 0.06380744126877576}",30,13,27.595503094347997,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.01, 'e': 0.06348840406243188}",20,15,8.923034300908572,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.01, 'e': 0.06317096204211972}",25,4,36.780595870648106,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.01, 'e': 0.06285510723190912}",20,15,7.571782219150863,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
