trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.01, 'e': 0.3995984329713264}",30,16,16.60678659045076,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.01, 'e': 0.3976004408064698}",25,8,-13.263395245350818,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
185,False,"{'a': 0.01, 'e': 0.39561243860243744}",30,0,-88.76913957216276,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
186,False,"{'a': 0.01, 'e': 0.3936343764094253}",20,0,1.903581910933048,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
187,False,"{'a': 0.01, 'e': 0.39166620452737816}",30,1,-18.489603899862768,"{0: 23, 1: 4, 2: 1, 3: 1, 4: 0}",1
188,False,"{'a': 0.01, 'e': 0.3897078735047413}",20,2,-48.681455174363464,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
189,False,"{'a': 0.01, 'e': 0.3877593341372176}",30,19,-20.306954860961024,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
190,False,"{'a': 0.01, 'e': 0.3858205374665315}",20,6,-18.256162242644198,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
191,False,"{'a': 0.01, 'e': 0.38389143477919885}",25,17,-41.26786844181774,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
192,False,"{'a': 0.01, 'e': 0.3819719776053028}",20,0,-0.40615821381197237,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
193,False,"{'a': 0.01, 'e': 0.3800621177172763}",25,15,-14.857704510547862,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
194,False,"{'a': 0.01, 'e': 0.37816180712868996}",25,13,1.3502898127322325,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.01, 'e': 0.37627099809304654}",20,12,-2.443920727795584,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.01, 'e': 0.3743896431025813}",30,16,-90.64614525886333,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 2}",1
197,False,"{'a': 0.01, 'e': 0.37251769488706843}",25,11,7.2629976561571015,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.01, 'e': 0.3706551064126331}",35,0,-7.689418576590482,"{0: 31, 1: 3, 2: 0, 3: 0, 4: 1}",0
199,False,"{'a': 0.01, 'e': 0.36880183088056995}",20,0,-58.41395253274334,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
200,False,"{'a': 0.01, 'e': 0.3669578217261671}",20,16,9.168377054343953,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.01, 'e': 0.36512303261753626}",25,18,-22.35564690174777,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
202,False,"{'a': 0.01, 'e': 0.3632974174544486}",25,10,8.458562481092027,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
203,False,"{'a': 0.01, 'e': 0.3614809303671764}",25,7,-36.25918456668538,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 0}",1
204,False,"{'a': 0.01, 'e': 0.3596735257153405}",25,13,-31.373584041117045,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
205,False,"{'a': 0.01, 'e': 0.3578751580867638}",25,2,-26.31773844248032,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
206,False,"{'a': 0.01, 'e': 0.35608578229633}",20,0,-13.393416223990709,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
207,False,"{'a': 0.01, 'e': 0.3543053533848483}",20,0,-5.034994248544731,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
208,False,"{'a': 0.01, 'e': 0.35253382661792404}",20,3,-90.84789157664119,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 2}",1
209,False,"{'a': 0.01, 'e': 0.3507711574848344}",20,4,0.7746733399332832,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
210,False,"{'a': 0.01, 'e': 0.34901730169741024}",20,0,-21.968270712212835,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
211,False,"{'a': 0.01, 'e': 0.3472722151889232}",30,15,5.216945683146155,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
212,False,"{'a': 0.01, 'e': 0.3455358541129786}",30,8,-6.190406568115076,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
213,False,"{'a': 0.01, 'e': 0.3438081748424137}",25,19,1.1635107383601027,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.01, 'e': 0.3420891339682016}",30,20,-2.294292890799789,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
215,False,"{'a': 0.01, 'e': 0.3403786882983606}",20,1,-87.6448633703601,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 2}",1
216,False,"{'a': 0.01, 'e': 0.3386767948568688}",30,22,-29.699498236476405,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
217,False,"{'a': 0.01, 'e': 0.33698341088258443}",20,6,-24.66301530426528,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
218,False,"{'a': 0.01, 'e': 0.3352984938281715}",20,7,-12.969349638768009,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
219,False,"{'a': 0.01, 'e': 0.33362200135903064}",25,7,19.529208169473563,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.01, 'e': 0.33195389135223546}",35,6,5.72240388165518,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 1}",1
221,False,"{'a': 0.01, 'e': 0.3302941218954743}",35,22,25.815348496483697,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.01, 'e': 0.32864265128599696}",35,21,-6.661091694521084,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
223,False,"{'a': 0.01, 'e': 0.326999438029567}",30,18,6.884487917951702,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.01, 'e': 0.3253644408394192}",20,9,-7.650710437240806,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.01, 'e': 0.3237376186352221}",35,0,-3.0436957333417163,"{0: 31, 1: 1, 2: 2, 3: 1, 4: 0}",0
226,False,"{'a': 0.01, 'e': 0.322118930542046}",20,0,-1.9084499382716928,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
227,False,"{'a': 0.01, 'e': 0.32050833588933575}",25,10,18.14497419221964,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.01, 'e': 0.31890579420988907}",20,1,-23.130709763298068,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
229,False,"{'a': 0.01, 'e': 0.3173112652388396}",20,9,18.381249732579167,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.01, 'e': 0.3157247089126454}",20,8,-26.424012535423945,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
231,False,"{'a': 0.01, 'e': 0.3141460853680822}",25,7,4.977597210642686,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
232,False,"{'a': 0.01, 'e': 0.3125753549412418}",25,3,-36.83364195453036,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 0}",1
233,False,"{'a': 0.01, 'e': 0.31101247816653554}",20,1,-27.738134864681516,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
234,False,"{'a': 0.01, 'e': 0.30945741577570285}",20,10,11.15648627197573,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.01, 'e': 0.3079101286968243}",25,19,11.103949084415824,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.01, 'e': 0.3063705780533402}",25,7,-1.076101304360091,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
237,False,"{'a': 0.01, 'e': 0.30483872516307353}",20,0,0.8580822842228935,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
238,False,"{'a': 0.01, 'e': 0.3033145315372582}",20,1,5.575803608107301,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
239,False,"{'a': 0.01, 'e': 0.3017979588795719}",20,9,20.23929143894587,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.01, 'e': 0.30028896908517405}",20,0,-32.669999128006886,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
241,False,"{'a': 0.01, 'e': 0.2987875242397482}",30,15,-0.6238358672665036,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.01, 'e': 0.29729358661854943}",20,0,28.55213164857053,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
243,False,"{'a': 0.01, 'e': 0.29580711868545667}",25,11,-31.66744720548541,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
244,False,"{'a': 0.01, 'e': 0.2943280830920294}",20,11,-41.10857447515446,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
245,False,"{'a': 0.01, 'e': 0.29285644267656924}",20,6,-11.284014303158902,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
246,False,"{'a': 0.01, 'e': 0.2913921604631864}",20,2,-8.204656154906775,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
247,False,"{'a': 0.01, 'e': 0.28993519966087045}",25,17,12.961986446158576,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.01, 'e': 0.2884855236625661}",30,18,0.9921150578205513,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.01, 'e': 0.28704309604425327}",25,5,3.7111168152098024,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
250,False,"{'a': 0.01, 'e': 0.285607880564032}",25,7,8.73487840713285,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.01, 'e': 0.28417984116121187}",20,0,19.6867440448652,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
252,False,"{'a': 0.01, 'e': 0.2827589419554058}",20,13,-29.17034439141582,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
253,False,"{'a': 0.01, 'e': 0.28134514724562876}",20,6,13.5733189774266,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.01, 'e': 0.2799384215094006}",20,5,-68.69689833628566,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 2}",1
255,False,"{'a': 0.01, 'e': 0.27853872940185365}",25,0,-5.169187580059218,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
256,False,"{'a': 0.01, 'e': 0.27714603575484437}",25,13,5.6223684331313315,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.01, 'e': 0.2757603055760701}",20,13,-43.00163242242758,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
258,False,"{'a': 0.01, 'e': 0.2743815040481898}",25,19,5.910758086558242,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.01, 'e': 0.2730095965279488}",25,13,7.614194163816973,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.01, 'e': 0.27164454854530906}",25,1,-21.631121766039982,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
261,False,"{'a': 0.01, 'e': 0.2702863258025825}",20,0,-26.228118564939603,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
262,False,"{'a': 0.01, 'e': 0.2689348941735696}",20,1,33.010461220247706,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.01, 'e': 0.26759021970270175}",30,16,21.062092887628978,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.01, 'e': 0.2662522686041882}",20,8,18.88397464769865,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.01, 'e': 0.2649210072611673}",20,0,-20.461929698541613,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
266,False,"{'a': 0.01, 'e': 0.26359640222486147}",20,5,-28.907310022751258,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
267,False,"{'a': 0.01, 'e': 0.26227842021373715}",25,11,12.217416746472718,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.01, 'e': 0.2609670281126685}",20,3,10.621498132821548,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
269,False,"{'a': 0.01, 'e': 0.25966219297210513}",25,9,-45.748599871582755,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
270,False,"{'a': 0.01, 'e': 0.2583638820072446}",20,9,-24.541422936533642,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
271,False,"{'a': 0.01, 'e': 0.2570720625972084}",30,0,-80.75380527591595,"{0: 25, 1: 1, 2: 1, 3: 1, 4: 2}",0
272,False,"{'a': 0.01, 'e': 0.25578670228422234}",35,19,26.259017005338098,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.01, 'e': 0.25450776877280124}",25,15,1.056091777961521,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.01, 'e': 0.2532352299289372}",20,11,18.0065401590308,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.01, 'e': 0.2519690537792925}",25,8,22.110077366987365,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.01, 'e': 0.2507092085103961}",20,16,6.355954867352361,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.01, 'e': 0.2494556624678441}",25,3,-28.57615384154361,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
278,False,"{'a': 0.01, 'e': 0.24820838415550486}",25,15,17.905213824243674,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.01, 'e': 0.24696734223472733}",20,4,-33.89769772959094,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
280,False,"{'a': 0.01, 'e': 0.2457325055235537}",20,0,-53.153665667481434,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",1
281,False,"{'a': 0.01, 'e': 0.24450384299593592}",25,7,13.37304080482579,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.01, 'e': 0.24328132378095624}",25,10,14.214831935446737,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.01, 'e': 0.24206491716205145}",20,4,13.627562197817745,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.01, 'e': 0.2408545925762412}",25,10,22.92891855597005,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.01, 'e': 0.23965031961336}",25,2,31.992924417279642,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.01, 'e': 0.2384520680152932}",20,8,21.95082027015198,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.01, 'e': 0.23725980767521673}",30,22,7.4497859132389195,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.01, 'e': 0.23607350863684065}",20,15,9.766725657924292,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.01, 'e': 0.23489314109365644}",20,0,-35.24171619031385,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
290,False,"{'a': 0.01, 'e': 0.23371867538818816}",20,12,17.323601466556834,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.01, 'e': 0.23255008201124722}",20,16,5.565033510375006,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.01, 'e': 0.231387331601191}",20,7,17.613998090692995,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.01, 'e': 0.23023039494318503}",25,11,6.090242330609858,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.01, 'e': 0.2290792429684691}",20,12,-4.338102427299318,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.01, 'e': 0.22793384675362674}",20,11,-15.510309130910505,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
296,False,"{'a': 0.01, 'e': 0.22679417751985861}",25,14,21.544833732352792,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.01, 'e': 0.22566020663225933}",25,14,8.214623974746612,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.01, 'e': 0.22453190559909803}",20,12,13.561903569420151,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.01, 'e': 0.22340924607110255}",20,11,15.531783266828729,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.01, 'e': 0.22229219984074702}",25,2,-21.12233776654783,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
301,False,"{'a': 0.01, 'e': 0.2211807388415433}",20,2,-31.412333732086154,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
302,False,"{'a': 0.01, 'e': 0.22007483514733558}",30,22,5.207738072860079,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.01, 'e': 0.2189744609715989}",20,3,20.3201721578204,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.01, 'e': 0.2178795886667409}",30,13,24.955842468055145,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.01, 'e': 0.2167901907234072}",25,15,16.442765254609515,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.01, 'e': 0.21570623976979014}",25,3,3.902951561108732,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
307,False,"{'a': 0.01, 'e': 0.21462770857094118}",25,19,10.634682349595472,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.01, 'e': 0.21355457002808648}",35,13,-3.2529342514132615,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
309,False,"{'a': 0.01, 'e': 0.21248679717794605}",25,3,8.873152681357162,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
310,False,"{'a': 0.01, 'e': 0.21142436319205632}",20,8,20.734221357881786,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.01, 'e': 0.21036724137609603}",30,12,33.72081716568249,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.01, 'e': 0.20931540516921554}",20,13,3.0230257551374917,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.01, 'e': 0.20826882814336947}",25,6,-3.134600423803802,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
314,False,"{'a': 0.01, 'e': 0.20722748400265262}",25,18,12.569816923153184,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.01, 'e': 0.20619134658263935}",20,12,8.51726336459087,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.01, 'e': 0.20516038984972615}",25,0,10.41410158083699,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
317,False,"{'a': 0.01, 'e': 0.2041345879004775}",35,28,14.929001574607781,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.01, 'e': 0.2031139149609751}",30,18,6.725401468410771,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.01, 'e': 0.20209834538617025}",20,5,-7.083546008202516,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
320,False,"{'a': 0.01, 'e': 0.2010878536592394}",20,12,15.03133669301041,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.01, 'e': 0.2000824143909432}",25,16,17.187673670352567,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.01, 'e': 0.19908200231898848}",30,15,8.735311783085995,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
323,False,"{'a': 0.01, 'e': 0.19808659230739353}",20,16,7.712963934672484,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.01, 'e': 0.19709615934585656}",20,0,23.103774707154255,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
325,False,"{'a': 0.01, 'e': 0.19611067854912728}",20,0,-81.74431628826343,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
326,False,"{'a': 0.01, 'e': 0.19513012515638165}",35,21,4.97150171118871,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
327,False,"{'a': 0.01, 'e': 0.19415447453059972}",25,20,6.310084936439376,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.01, 'e': 0.19318370215794672}",30,15,-12.216155027238203,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
329,False,"{'a': 0.01, 'e': 0.192217783647157}",20,12,-6.765513330527698,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
330,False,"{'a': 0.01, 'e': 0.1912566947289212}",25,4,28.169394713926067,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.01, 'e': 0.1903004112552766}",25,13,20.738561458752923,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.01, 'e': 0.18934890919900021}",20,16,6.39029456815491,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.01, 'e': 0.18840216465300522}",30,15,25.14866156416293,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.01, 'e': 0.18746015382974018}",20,12,13.569745363899047,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.01, 'e': 0.1865228530605915}",30,14,7.798851093890421,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.01, 'e': 0.18559023879528855}",30,15,19.553006430199265,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.01, 'e': 0.1846622876013121}",30,15,1.0201677709740504,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
338,False,"{'a': 0.01, 'e': 0.18373897616330553}",30,13,14.468688266714885,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.01, 'e': 0.182820281282489}",20,5,26.038909426683542,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.01, 'e': 0.18190617987607657}",25,6,13.532322384584752,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.01, 'e': 0.18099664897669618}",20,14,-2.390298492897182,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.01, 'e': 0.1800916657318127}",20,0,31.786377160745488,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.01, 'e': 0.17919120740315364}",25,13,20.2208005037134,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.01, 'e': 0.17829525136613786}",20,9,20.00274140273259,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.01, 'e': 0.17740377510930716}",30,0,23.41196169200396,"{0: 27, 1: 3, 2: 0, 3: 0, 4: 0}",0
346,False,"{'a': 0.01, 'e': 0.17651675623376062}",25,14,19.864926376561186,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.01, 'e': 0.1756341724525918}",25,11,23.814613960794187,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.01, 'e': 0.17475600159032884}",20,13,1.7310072738911444,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.01, 'e': 0.17388222158237718}",20,2,5.655980973042077,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
350,False,"{'a': 0.01, 'e': 0.1730128104744653}",20,7,27.420450697951054,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.01, 'e': 0.17214774642209296}",30,16,25.19354517600744,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.01, 'e': 0.1712870076899825}",20,7,12.185412878456582,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.01, 'e': 0.17043057265153258}",25,7,-5.5775159892790045,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
354,False,"{'a': 0.01, 'e': 0.16957841978827493}",20,14,0.7064743051542073,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.01, 'e': 0.16873052768933355}",20,16,5.3251795304436635,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.01, 'e': 0.1678868750508869}",30,3,-2.976308069118856,"{0: 24, 1: 0, 2: 2, 3: 1, 4: 0}",1
357,False,"{'a': 0.01, 'e': 0.16704744067563246}",25,2,4.1085130771798415,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.01, 'e': 0.1662122034722543}",25,8,20.470044295616677,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.01, 'e': 0.16538114245489302}",20,0,22.252052066903182,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
360,False,"{'a': 0.01, 'e': 0.16455423674261854}",25,14,-29.912238018854623,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
361,False,"{'a': 0.01, 'e': 0.16373146555890544}",20,0,13.606391616602,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.01, 'e': 0.16291280823111093}",35,19,-13.77809902018794,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
363,False,"{'a': 0.01, 'e': 0.16209824418995536}",25,7,-11.15937751307564,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
364,False,"{'a': 0.01, 'e': 0.16128775296900558}",20,15,8.577161779217093,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.01, 'e': 0.16048131420416054}",25,14,19.95399878054561,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.01, 'e': 0.15967890763313974}",20,12,15.843708787245006,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.01, 'e': 0.15888051309497406}",25,17,14.553932851708106,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
